Species,Common Name,Category,Type of Presence,Comments,Location(s),Kingdom,Phylum,Class,Order,Family,EPBC Act Threatened Fauna in Australia (Generated 2022-10-09 16:01:48)
Fregetta grallaria grallaria,"White-bellied Storm-Petrel (Tasman Sea), White-bellied Storm-Petrel (Australasian)",Vulnerable,Present,,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, TAS, TER, VIC",Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,
Furina dunmalli,Dunmall's Snake,Vulnerable,Present,,"NSW, QLD",Animalia,Chordata,Reptilia,Squamata,Elapidae,
Galaxias auratus,Golden Galaxias,Endangered,Endemic,,TAS,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxias fontanus,Swan Galaxias,Endangered,Endemic,,TAS,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxias fuscus,Barred Galaxias,Endangered,Endemic,,VIC,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxias johnstoni,Clarence Galaxias,Endangered,Endemic,,TAS,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxias parvus,Swamp Galaxias,Vulnerable,Endemic,,TAS,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxias pedderensis,Pedder Galaxias,Extinct in the wild,Endemic,,TAS,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxias rostratus,"Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow",Critically Endangered,Present,,"NSW, SA, VIC",Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxias tantangara,Stocky Galaxias,Critically Endangered,Endemic,,NSW,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxias tanycephalus,Saddled Galaxias,Vulnerable,Endemic,,TAS,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxias truttaceus (Western Australian population),Western Trout Minnow,Endangered,Endemic,,WA,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxiella nigrostriata,"Blackstriped Dwarf Galaxias, Black-stripe Minnow",Endangered,Endemic,,WA,Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galaxiella pusilla,"Eastern Dwarf Galaxias, Dwarf Galaxias",Vulnerable,Present,,"SA, TAS, VIC",Animalia,Chordata,Actinopterygii,Salmoniformes,Galaxiidae,
Galeorhinus galeus,"School Shark, Eastern School Shark, Snapper Shark, Tope, Soupfin Shark",Conservation Dependent,Present,,"CSI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Chondrichthyes,Chimaeiformes,Triakidae,
Geocrinia alba,"White-bellied Frog, Creek Frog",Critically Endangered,Endemic,,WA,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Geocrinia vitellina,Orange-bellied Frog,Vulnerable,Endemic,,WA,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Geophaps scripta scripta,Squatter Pigeon (southern),Vulnerable,Present,,"NSW, QLD",Animalia,Chordata,Aves,Columbiformes,Columbidae,
Geophaps smithii blaauwi,Partridge Pigeon (western),Vulnerable,Endemic,,WA,Animalia,Chordata,Aves,Columbiformes,Columbidae,
Geophaps smithii smithii,Partridge Pigeon (eastern),Vulnerable,Endemic,,NT,Animalia,Chordata,Aves,Columbiformes,Columbidae,
Geophaps smithii smithii,Partridge Pigeon (eastern),Vulnerable,Present,,WA,Animalia,Chordata,Aves,Columbiformes,Columbidae,
Gerygone insularis,"Lord Howe Gerygone, Lord Howe Warbler",Extinct,Extinct,Lord Howe Island,NSW,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,
Glyphis garricki,"Northern River Shark, New Guinea River Shark",Endangered,Present,,"NT, OCE, WA",Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,
Glyphis glyphis,Speartooth Shark,Critically Endangered,Present,,"NT, OCE, QLD",Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,
Grantiella picta,Painted Honeyeater,Vulnerable,Present,,"ACT, NSW, NT, QLD, SA, TER, VIC",Animalia,Chordata,Aves,Passeriformes,Meliphagidae,
Gudeoconcha sophiae magnifica,Magnificent Helicarionid Land Snail,Critically Endangered,Present,,"AET, NSW",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,
Gymnobelideus leadbeateri,Leadbeater's Possum,Critically Endangered,Endemic,,VIC,Animalia,Chordata,Mammalia,Diprotodonta,Petauridae,
Halobaena caerulea,Blue Petrel,Vulnerable,Present,,"AET, ANT, HI, NSW, OCE, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Procellariidae,
Heleioporus australiacus,Giant Burrowing Frog,Vulnerable,Present,,"NSW, TER, VIC",Animalia,Chordata,Amphibia,Anura,Limnodynastidae,
Hemiaspis damelii,Grey Snake,Endangered,Present,,"NSW, QLD",Animalia,Chordata,Reptilia,Squamata,Elapidae,
Hemiphaga novaeseelandiae spadicea,"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",Extinct,Extinct,Norfolk Island,AET,Animalia,Chordata,Aves,Columbiformes,Columbidae,
Hesperocolletes douglasi,"Douglas' Broad-headed Bee, Rottnest Bee",Critically Endangered,Present,,WA,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,
Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",Endangered,Present,,"NSW, OCE, QLD, TAS, VIC",Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,
Hipposideros inornatus,Arnhem Leaf-nosed Bat,Endangered,Present,,NT,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,
Hipposideros semoni,"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",Vulnerable,Endemic,,QLD,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,
Hirundapus caudacutus,White-throated Needletail,Vulnerable,Present,,"ACT, NSW, QLD, SA, TAS, TER, VIC",Animalia,Chordata,Aves,Apodiformes,Apodidae,
Hoplocephalus bungaroides,Broad-headed Snake,Vulnerable,Endemic,,NSW,Animalia,Chordata,Reptilia,Squamata,Elapidae,
Hoplocephalus bungaroides,Broad-headed Snake,Vulnerable,Present,,TER,Animalia,Chordata,Reptilia,Squamata,Elapidae,
Hoplogonus bornemisszai,Bornemissza's Stag Beetle,Critically Endangered,Endemic,,TAS,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,
Hoplogonus simsoni,Simson's Stag Beetle,Vulnerable,Endemic,,TAS,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,
Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,Vulnerable,Endemic,,TAS,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,
Hoplostethus atlanticus,"Orange Roughy, Deep-sea Perch, Red Roughy",Conservation Dependent,Present,,"ANT, CSI, HI, NI, NSW, OCE, TAS",Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,
Hypolimnus pedderensis,Lake Pedder Earthworm,Extinct,Endemic,,TAS,Animalia,Annelida,Oligochaeta,Haplotaxida,Megascolecidae,
Hypotaenidia philippensis andrewsi,"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Endangered,Endemic,,CKI,Animalia,Chordata,Aves,Gruiformes,Rallidae,
Hypotaenidia sylvestris,Lord Howe Woodhen,Endangered,Endemic,,NSW,Animalia,Chordata,Aves,Gruiformes,Rallidae,
Hyridella glenelgensis,Glenelg Freshwater Mussel,Critically Endangered,Present,,VIC,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,
Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Vulnerable,Endemic,,WA,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,
Isoodon auratus auratus,Golden Bandicoot (mainland),Vulnerable,Present,,"NSW, NT, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),Vulnerable,Endemic,,SA,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Isoodon obesulus obesulus,"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",Endangered,Present,,"NSW, SA, TER, VIC",Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,
Keyacris scurra,Key's Matchstick Grasshopper,Endangered,Present,,"ACT, NSW, VIC",Animalia,Arthropoda,Insecta,Orthoptera,Morabidae,
Kumonga exleyi,Cape Range Remipede,Vulnerable,Endemic,,WA,Animalia,Arthropoda,Remipedia,Nectiopoda,Kumongidae,
Lagorchestes asomatus,"Kuluwarri, Central Hare-wallaby",Extinct,Extinct,,"NT, WA",Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous Hare-Wallaby (Central Australia)",Endangered,Endemic,,NT,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous Hare-Wallaby (Central Australia)",Endangered,Present,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lagorchestes hirsutus hirsutus,"Rufous Hare-wallaby (south-western), Woorap",Extinct,Extinct,,"NT, SA, WA",Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lagorchestes leporides,Eastern Hare-wallaby,Extinct,Extinct,,"NSW, QLD, SA, VIC",Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lagostrophus fasciatus albipilis,Banded Hare-wallaby (mainland),Extinct,Extinct,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning ",Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Lalage leucopyga leucopyga,Norfolk Island Long-tailed Triller,Extinct,Extinct,Norfolk Island,AET,Animalia,Chordata,Aves,Passeriformes,Campephagidae,
Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",Critically Endangered,Endemic,,QLD,Animalia,Chordata,Mammalia,Diprotodonta,Vombatidae,
Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",Critically Endangered,Present,,NSW,Animalia,Chordata,Mammalia,Diprotodonta,Vombatidae,
Lathamus discolor,Swift Parrot,Critically Endangered,Present,,"ACT, NSW, OCE, QLD, SA, TAS, TER, VIC",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
Leioproctus douglasiellus,a short-tongued bee,Critically Endangered,Endemic,,WA,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,
Leipoa ocellata,Malleefowl,Vulnerable,Present,,"NSW, NT, SA, VIC, WA",Animalia,Chordata,Aves,Galliformes,Megapodiidae,
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,Present,,"ACR, CI, CKI, CSI, NSW, NT, OCE, QLD, WA",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Critically Endangered,Endemic,Christmas Island,"AET, CI",Animalia,Chordata,Reptilia,Squamata,Gekkonidae,
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Extinct,Extinct,,"NSW, NT, SA, VIC, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",Vulnerable,Present,,"NSW, SA, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Lerista allanae,"Allan's Lerista, Retro Slider",Endangered,Endemic,,QLD,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Lerista nevinae,Nevin's Slider,Endangered,Present,,WA,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,Endemic,,QLD,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",Vulnerable,Endemic,,AET,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Vulnerable,Endemic,,AET,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Vulnerable,Present,,TAS,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,Extinct,,WA,Animalia,Chordata,Aves,Gruiformes,Rallidae,
Liasis olivaceus barroni,Olive Python (Pilbara subspecies),Vulnerable,Endemic,,WA,Animalia,Chordata,Reptilia,Squamata,Boidae,
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,Endemic,,VIC,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,
Limosa lapponica baueri,"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",Vulnerable,Present,,"NSW, NT, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,
Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Russkoye Bar-tailed Godwit",Critically Endangered,Present,,"NSW, NT, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,
Liopholis guthega,Guthega Skink,Endangered,Present,,"NSW, VIC",Animalia,Chordata,Reptilia,Squamata,Scincidae,
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Vulnerable,Present,,"NT, SA, WA",Animalia,Chordata,Reptilia,Squamata,Scincidae,
Liopholis montana,Mountain Skink,Endangered,Present,,"ACT, NSW, VIC",Animalia,Chordata,Reptilia,Squamata,Scincidae,
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",Vulnerable,Present,,WA,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",Endangered,Endemic,,NT,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Endangered,Endemic,,TAS,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,
Litoria aurea,Green and Golden Bell Frog,Vulnerable,Extinct,,ACT,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria aurea,Green and Golden Bell Frog,Vulnerable,Present,,"NSW, TER, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria booroolongensis,Booroolong Frog,Endangered,Present,,"ACT, NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Critically Endangered,Present,,"ACT, NSW",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Vulnerable,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria kroombitensis,Kroombit Treefrog,Critically Endangered,Present,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria littlejohni,"Littlejohn's Tree Frog,  Heath Frog",Endangered,Present,,NSW,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria lorica,Armoured Mistfrog,Critically Endangered,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria myola,Kuranda Tree Frog,Critically Endangered,Present,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",Critically Endangered,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria olongburensis,Wallum Sedge Frog,Vulnerable,Present,,"NSW, QLD",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria piperata,Peppered Tree Frog,Vulnerable,Endemic,,NSW,Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Present,,"ACT, NSW, SA, TAS, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria spenceri,Spotted Tree Frog,Critically Endangered,Present,,"NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Vulnerable,Present,,"ACT, NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Litoria watsoni,Watson's Tree Frog,Endangered,Present,,"NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae,
Lucasium occultum,"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Endangered,Endemic,,NT,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,
Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",Endangered,Endemic,,NSW,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Maccullochella macquariensis,Trout Cod,Endangered,Extinct,,SA,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Maccullochella macquariensis,Trout Cod,Endangered,Present,,"ACT, NSW, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Maccullochella mariensis,Mary River Cod,Endangered,Endemic,,QLD,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Maccullochella peelii,Murray Cod,Vulnerable,Present,,"ACT, NSW, QLD, SA, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Macquaria australasica,Macquarie Perch,Endangered,Extinct,,SA,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Macquaria australasica,Macquarie Perch,Endangered,Present,,"ACT, NSW, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Macroderma gigas,Ghost Bat,Vulnerable,Present,,"NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,
Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",Endangered,Present,,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Procellariidae,
Macronectes halli,Northern Giant Petrel,Vulnerable,Present,,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Procellariidae,
Macrotis lagotis,Greater Bilby,Vulnerable,Extinct,,NSW,Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae,
Macrotis lagotis,Greater Bilby,Vulnerable,Present,,"NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae,
Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",Extinct,Extinct,,"NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae,
Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),Endangered,Present,,"NT, WA",Animalia,Chordata,Aves,Passeriformes,Maluridae,
Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Vulnerable,Endemic,,WA,Animalia,Chordata,Aves,Passeriformes,Maluridae,
Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Vulnerable,Endemic,,WA,Animalia,Chordata,Aves,Passeriformes,Maluridae,
Manorina melanotis,Black-eared Miner,Endangered,Present,,"NSW, SA, VIC",Animalia,Chordata,Aves,Passeriformes,Meliphagidae,
Marginaster littoralis,Derwent River Seastar,Critically Endangered,Present,,TAS,Animalia,Echinodermata,Asteroidea,Valvatida,Poraniidae,
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Vulnerable,Extinct,,SA,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Vulnerable,Present,,"ACT, NSW, VIC",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,Critically Endangered,Present,,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,
Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,Critically Endangered,Present,,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,
Mathewsoconcha suteri,Suter's Striped Glass-snail,Critically Endangered,Present,,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,
Megascolides australis,Giant Gippsland Earthworm,Vulnerable,Endemic,,VIC,Animalia,Annelida,Oligochaeta,Haplotaxida,Megascolecidae,
Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Critically Endangered,Endemic,,NT,Animalia,Chordata,Aves,Passeriformes,Petroicidae,
Melanotaenia eachamensis,Lake Eacham Rainbowfish,Endangered,Endemic,,QLD,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,
Melanotaenia sp. nov. 'Malanda',Malanda Rainbowfish,Critically Endangered,Endemic,,QLD,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,
Melithreptus brevirostris magnirostris,Kangaroo Island Brown-headed Honeyeater,Endangered,Endemic,,SA,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,
Melomys rubicola,Bramble Cay Melomys,Extinct,Extinct,,QLD,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Meridolum maryae,"Maroubra Woodland Snail, Maroubra Land Snail",Endangered,Endemic,,NSW,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,
Mesembriomys gouldii gouldii,"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,Present,,"NT, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),Vulnerable,Present,,NT,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Vulnerable,Present,,QLD,Animalia,Chordata,Mammalia,Rodentia,Muridae,
Mesodontrachia fitzroyana,Fitzroy Land Snail,Endangered,Endemic,,NT,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,
Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",Critically Endangered,Present,,TAS,Animalia,Arthropoda,Insecta,Orthoptera,Rhaphidophoridae,
Milyeringa veritas,"Cape Range Cave Gudgeon, Blind Gudgeon",Vulnerable,Endemic,,WA,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,
Miniopterus orianae bassanii,Southern Bent-wing Bat,Critically Endangered,Present,,"SA, VIC",Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,
Mirafra javanica melvillensis,Horsfield's Bushlark (Tiwi Islands),Vulnerable,Present,,NT,Animalia,Chordata,Aves,Passeriformes,Alaudidae,
Mirounga leonina,Southern Elephant Seal,Vulnerable,Present,,"AET, ANT, HI, OCE, SA, TAS",Animalia,Chordata,Mammalia,Pinnipedia,Phocidae,
Mirounga leonina,Southern Elephant Seal,Vulnerable,Vagrant,,"NSW, VIC, WA",Animalia,Chordata,Mammalia,Pinnipedia,Phocidae,
Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,Present,,"NSW, QLD, VIC",Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Mixophyes fleayi,Fleay's Frog,Endangered,Present,,"NSW, QLD",Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",Vulnerable,Present,,"NSW, QLD",Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Moggridgea rainbowi,Kangaroo Island Micro-trapdoor Spider,Endangered,Endemic,,SA,Animalia,Arthropoda,Arachnida,Araneae,Migidae,
Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Vulnerable,Endemic,,SA,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,
Myrmecobius fasciatus,Numbat,Endangered,Endemic,,WA,Animalia,Chordata,Mammalia,Polyprotodonta,Myrmecobiidae,
Myrmecobius fasciatus,Numbat,Endangered,Extinct,,NT,Animalia,Chordata,Mammalia,Polyprotodonta,Myrmecobiidae,
Myrmecobius fasciatus,Numbat,Endangered,Present,,"NSW, SA",Animalia,Chordata,Mammalia,Polyprotodonta,Myrmecobiidae,
Mystivagor mastersi,Masters' Charopid Land Snail,Critically Endangered,Present,,"AET, NSW",Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae,
Nangura spinosa,Nangur Spiny Skink,Critically Endangered,Endemic,,QLD,Animalia,Chordata,Reptilia,Squamata,Scincidae,
Nannatherina balstoni,Balston's Pygmy Perch,Vulnerable,Endemic,,WA,Animalia,Chordata,Actinopterygii,Perciformes,Nannopercidae,
Nannoperca australis Murray-Darling Basin lineage,Southern Pygmy Perch (Murray-Darling Basin lineage),Vulnerable,Present,,"NSW, SA, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Nannoperca obscura,Yarra Pygmy Perch,Vulnerable,Present,,"SA, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Nannoperca oxleyana,Oxleyan Pygmy Perch,Endangered,Present,,"NSW, QLD",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Nannoperca pygmaea,Little Pygmy Perch,Endangered,Endemic,,WA,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Nannoperca variegata,"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",Vulnerable,Present,,"SA, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,
Natator depressus,Flatback Turtle,Vulnerable,Present,,"ACR, AET, CI, CKI, CSI, NI, NSW, NT, OCE, QLD, TER, WA",Animalia,Chordata,Reptilia,Testudines,Cheloniidae,
Neoceratodus forsteri,"Australian Lungfish, Queensland Lungfish",Vulnerable,Endemic,,QLD,Animalia,Chordata,Sarcopterygii,Ceratodontiformes,Ceratodontidae,
Neochmia phaeton evangelinae,"Crimson Finch (white-bellied), White-bellied Crimson Finch",Endangered,Endemic,,QLD,Animalia,Chordata,Aves,Passeriformes,Estrildidae,
Neochmia ruficauda ruficauda,"Star Finch (eastern), Star Finch (southern)",Endangered,Present,,"NSW, QLD",Animalia,Chordata,Aves,Passeriformes,Ploceidae,
Neopasiphae simplicior,A native bee,Critically Endangered,Endemic,,WA,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,
Neophema chrysogaster,Orange-bellied Parrot,Critically Endangered,Present,,"NSW, OCE, SA, TAS, TER, VIC",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,
